asset_name,asset_id,asset_type,asset_link,asset_parent_id,publication_date,asset parent id,Parent asset type,Asset Agency,Parent Agency,FoundationalorNot,Vparent,All_Asset,asset_cnt,Sparent
Madrona Heights Preschool Program at Discovery Alternative School,cv3g-gaf2,file,https://data.wa.gov/Health/Madrona-Heights-Preschool-Program-at-Discovery-Alt/cv3g-gaf2,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2020,0
County Enrollment 1997-98,6f8e-v9h8,file,https://data.wa.gov/Education/County-Enrollment-1997-98/6f8e-v9h8,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2021,0
District Enrollment 1998-99,edhj-ef9r,dataset,https://data.wa.gov/Education/District-Enrollment-1998-99/edhj-ef9r,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2022,0
Sidney Glen Elementary School,46ma-qcrb,file,https://data.wa.gov/Health/Sidney-Glen-Elementary-School/46ma-qcrb,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2023,0
County Enrollment 1996-97,pz2c-tiui,file,https://data.wa.gov/Education/County-Enrollment-1996-97/pz2c-tiui,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2024,0
District Enrollment 1996-97,jj6q-uhgm,file,https://data.wa.gov/Education/District-Enrollment-1996-97/jj6q-uhgm,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2025,0
County Enrollment 1995-96,k337-y9cx,file,https://data.wa.gov/Education/County-Enrollment-1995-96/k337-y9cx,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2026,0
State Enrollment 1997-98,si4n-pdj8,file,https://data.wa.gov/Education/State-Enrollment-1997-98/si4n-pdj8,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2027,0
Memorial Field at Federal Way High School,ak2v-55uq,file,https://data.wa.gov/Health/Memorial-Field-at-Federal-Way-High-School/ak2v-55uq,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2028,0
District Enrollment 1993-94,jebn-z5t8,file,https://data.wa.gov/Education/District-Enrollment-1993-94/jebn-z5t8,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2029,0
Woodinville Elementary,admf-rckx,file,https://data.wa.gov/Health/Woodinville-Elementary/admf-rckx,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2030,0
District Enrollment 1997-98,qm8k-skfy,file,https://data.wa.gov/Education/District-Enrollment-1997-98/qm8k-skfy,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2031,0
Chief Joseph Middle School,3eve-gjd8,file,https://data.wa.gov/Health/Chief-Joseph-Middle-School/3eve-gjd8,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2032,0
Hanford High School,uwaz-vdsi,file,https://data.wa.gov/Health/Hanford-High-School/uwaz-vdsi,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2033,0
State Enrollment 1996-97,rjni-hn6s,file,https://data.wa.gov/Education/State-Enrollment-1996-97/rjni-hn6s,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2034,0
State Enrollment 1994-95,fugi-fp5y,file,https://data.wa.gov/Education/State-Enrollment-1994-95/fugi-fp5y,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2035,0
State Enrollment 1993-94,haee-ukrp,file,https://data.wa.gov/Education/State-Enrollment-1993-94/haee-ukrp,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2036,0
Burley Glenwood Elementary School,7tip-ghsw,file,https://data.wa.gov/Health/Burley-Glenwood-Elementary-School/7tip-ghsw,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2037,0
Reardan High School,qekv-ukdk,file,https://data.wa.gov/Health/Reardan-High-School/qekv-ukdk,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2038,0
Cottage Lake Elementary,58i7-3zmh,file,https://data.wa.gov/Health/Cottage-Lake-Elementary/58i7-3zmh,,04/17/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2039,0
Chimacum Creek Primary School Follow Up 2,u8r2-wtb5,file,https://data.wa.gov/Health/Chimacum-Creek-Primary-School-Follow-Up-2/u8r2-wtb5,,04/17/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2040,0
Hollywood Hill Elementary,fjg8-b37r,file,https://data.wa.gov/Health/Hollywood-Hill-Elementary/fjg8-b37r,,04/17/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2041,0
Kokanee Elementary,ee27-gg5m,file,https://data.wa.gov/Health/Kokanee-Elementary/ee27-gg5m,,04/17/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2042,0
Chimacum Elementary School Follow Up 2,qf3t-x37u,file,https://data.wa.gov/Health/Chimacum-Elementary-School-Follow-Up-2/qf3t-x37u,,04/17/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2043,0
Commodore Options School and Eagle Harbor High School Follow Up,2qzx-aqid,file,https://data.wa.gov/Health/Commodore-Options-School-and-Eagle-Harbor-High-Sch/2qzx-aqid,,04/17/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2044,0
Ordway Elementary School Follow Up,8rwy-ydat,file,https://data.wa.gov/Health/Ordway-Elementary-School-Follow-Up/8rwy-ydat,,04/17/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2045,0
Chimacum Elementary School Follow Up,8zs8-t43h,file,https://data.wa.gov/Health/Chimacum-Elementary-School-Follow-Up/8zs8-t43h,,04/17/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2046,0
Saltars Point Elementary,23hx-y9jw,file,https://data.wa.gov/Health/Saltars-Point-Elementary/23hx-y9jw,,04/23/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2047,0
Richland High School,jqyt-mtd3,file,https://data.wa.gov/Health/Richland-High-School/jqyt-mtd3,,04/23/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2048,0
Totem Middle School,pdf6-j6rq,file,https://data.wa.gov/Health/Totem-Middle-School/pdf6-j6rq,,04/23/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2049,0
Ordway Elementary,3wfx-3zuz,file,https://data.wa.gov/Health/Ordway-Elementary/3wfx-3zuz,,04/23/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2050,0
Timberland Regional Library Digital Circulation,e7i3-cutn,dataset,https://data.wa.gov/Culture-and-Community/Timberland-Regional-Library-Digital-Circulation/e7i3-cutn,,04/25/2020 12:00:00 AM,,,Timberland Regional Library,,Foundational,0,1,2051,0
Timberland Regional Library Programs,yqsf-acee,dataset,https://data.wa.gov/Culture-and-Community/Timberland-Regional-Library-Programs/yqsf-acee,,04/25/2020 12:00:00 AM,,,Timberland Regional Library,,Foundational,0,1,2052,0
Washington State Air Quality,39v6-dykg,href,https://data.wa.gov/Natural-Resources-Environment/Washington-State-Air-Quality/39v6-dykg,,05/02/2020 12:00:00 AM,,,"Ecology, Department of (ECY)",,External,0,1,2053,0
IT Contracts Report 2019,ach3-t84q,dataset,https://data.wa.gov/Procurements-and-Contracts/IT-Contracts-Report-2019/ach3-t84q,,05/11/2020 12:00:00 AM,,,"Enterprise Services, Department of (DES)",,Foundational,0,1,2054,0
Bear Creek Elementary,8fan-w664,file,https://data.wa.gov/Health/Bear-Creek-Elementary/8fan-w664,,05/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2055,0
Bainbridge High School,jcbe-f4aj,file,https://data.wa.gov/Health/Bainbridge-High-School/jcbe-f4aj,,05/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2056,0
East Ridge Elementary,pj6g-63ds,file,https://data.wa.gov/Health/East-Ridge-Elementary/pj6g-63ds,,05/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2057,0
Arrowhead Elementary,q8ny-p8xq,file,https://data.wa.gov/Health/Arrowhead-Elementary/q8ny-p8xq,,05/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2058,0
Robert Gray Elementary School,adjk-mi7x,file,https://data.wa.gov/Health/Robert-Gray-Elementary-School/adjk-mi7x,,05/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2059,0
Woodward Middle School Update,k26r-hauz,file,https://data.wa.gov/dataset/Woodward-Middle-School-Update/k26r-hauz,,05/15/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2060,0
South Ridge Elementary School,kzqz-fqbb,file,https://data.wa.gov/Health/South-Ridge-Elementary-School/kzqz-fqbb,,05/15/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2061,0
Sakai Intermediate School,k9tt-kapc,file,https://data.wa.gov/Health/Sakai-Intermediate-School/k9tt-kapc,,05/15/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2062,0
East Port Orchard Elementary School Update,9kyq-bzeb,file,https://data.wa.gov/Health/East-Port-Orchard-Elementary-School-Update/9kyq-bzeb,,05/15/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2063,0
Union Ridge Elementary School,krmq-76xx,file,https://data.wa.gov/Health/Union-Ridge-Elementary-School/krmq-76xx,,05/15/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2064,0
Woodmoor Elementary,2npd-89hz,file,https://data.wa.gov/Health/Woodmoor-Elementary/2npd-89hz,,05/15/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2065,0
U.S. Federal Funds Distributed to Washington State for COVID-19 Response,ns3f-z8gi,href,https://data.wa.gov/Health/U-S-Federal-Funds-Distributed-to-Washington-State-/ns3f-z8gi,,05/21/2020 12:00:00 AM,,,"Secretary of State, Office of the (SECSTATE)",,External,0,1,2066,0
Student Enrollment 2010-11 School Year,93ce-b95t,dataset,https://data.wa.gov/Education/Student-Enrollment-2010-11-School-Year/93ce-b95t,,05/26/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2067,0
Student Enrollment 2012-13 School Year,9949-vk3e,dataset,https://data.wa.gov/Education/Student-Enrollment-2012-13-School-Year/9949-vk3e,,05/26/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2068,0
High School Graduate Outcomes - First Year Enrollment by Sector,vk6s-am8z,dataset,https://data.wa.gov/education/High-School-Graduate-Outcomes-First-Year-Enrollmen/vk6s-am8z,,05/26/2020 12:00:00 AM,,,"Financial Management, Office of (OFM)",,Foundational,0,1,2069,0
High School Graduate Outcomes - Remedial Coursetaking,y8qh-965v,dataset,https://data.wa.gov/education/High-School-Graduate-Outcomes-Remedial-Coursetakin/y8qh-965v,,05/26/2020 12:00:00 AM,,,"Financial Management, Office of (OFM)",,Foundational,0,1,2070,0
High School Graduate Outcomes - Post Secondary Completion,udag-wz3k,dataset,https://data.wa.gov/education/High-School-Graduate-Outcomes-Post-Secondary-Compl/udag-wz3k,,05/26/2020 12:00:00 AM,,,"Financial Management, Office of (OFM)",,Foundational,0,1,2071,0
High School Graduate Outcomes - Persistence / Retention,7hx3-t3pn,dataset,https://data.wa.gov/education/High-School-Graduate-Outcomes-Persistence-Retentio/7hx3-t3pn,,05/26/2020 12:00:00 AM,,,"Financial Management, Office of (OFM)",,Foundational,0,1,2072,0
High School Graduate Outcomes - Earnings,39uh-rsgs,dataset,https://data.wa.gov/Employment/High-School-Graduate-Outcomes-Earnings/39uh-rsgs,,05/26/2020 12:00:00 AM,,,"Financial Management, Office of (OFM)",,Foundational,0,1,2073,0
High School Graduate Outcomes - First Year Enrollment,7ma7-qs6m,dataset,https://data.wa.gov/education/High-School-Graduate-Outcomes-First-Year-Enrollmen/7ma7-qs6m,,05/26/2020 12:00:00 AM,,,"Financial Management, Office of (OFM)",,Foundational,0,1,2074,0
Student Enrollment 2013-14 School Year,esyr-g8p5,dataset,https://data.wa.gov/Education/Student-Enrollment-2013-14-School-Year/esyr-g8p5,,05/26/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2075,0
Student Enrollment 2009-10 School Year,mpef-t92p,dataset,https://data.wa.gov/Education/Student-Enrollment-2009-10-School-Year/mpef-t92p,,05/26/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2076,0
Student Enrollment 2011-12 School Year,5bjv-pebn,dataset,https://data.wa.gov/Education/Student-Enrollment-2011-12-School-Year/5bjv-pebn,,05/26/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2077,0
Services Provided During School Closures,j9k2-y7m4,dataset,https://data.wa.gov/dataset/Services-Provided-During-School-Closures/j9k2-y7m4,,06/01/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2078,0
"Statewide Contract (Master Contract) Sales Data by Customer, Contract, Vendor",n8q6-4twj,dataset,https://data.wa.gov/Procurements-and-Contracts/Statewide-Contract-Master-Contract-Sales-Data-by-C/n8q6-4twj,,06/03/2020 12:00:00 AM,,,"Enterprise Services, Department of (DES)",,Foundational,0,1,2079,0
Electric Vehicle Population Size History By County,3d5d-sdqb,dataset,https://data.wa.gov/Transportation/Electric-Vehicle-Population-Size-History-By-County/3d5d-sdqb,,06/05/2020 12:00:00 AM,,,"Licensing, Department of (DOL)",,Foundational,1,1,2080,0
Olalla Elementary,hiu7-nzhz,file,https://data.wa.gov/Health/Olalla-Elementary/hiu7-nzhz,,06/08/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2081,0
Hidden Creek Elementary,5659-65t6,file,https://data.wa.gov/Health/Hidden-Creek-Elementary/5659-65t6,,06/08/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2082,0
North Central Regional Library (WA) Bookmobile Checkouts by Location,rfra-yhpm,dataset,https://data.wa.gov/Culture-and-Community/North-Central-Regional-Library-WA-Bookmobile-Check/rfra-yhpm,,06/09/2020 12:00:00 AM,,,"Secretary of State, Office of the (SECSTATE)",,Foundational,0,1,2083,0
WDFW-Salmonid Population Indicators (SPI) Populations,ncqh-ypvf,dataset,https://data.wa.gov/Natural-Resources-Environment/WDFW-Salmonid-Population-Indicators-SPI-Population/ncqh-ypvf,,06/09/2020 12:00:00 AM,,,"Fish and Wildlife, Department of (DFW)",,Foundational,0,1,2084,0
Maywood Elementary,5z4n-r46u,file,https://data.wa.gov/Health/Maywood-Elementary/5z4n-r46u,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2085,0
Enumclaw Senior High,kyaa-35pb,file,https://data.wa.gov/Health/Enumclaw-Senior-High/kyaa-35pb,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2086,0
Almira Elementary,x9in-en96,file,https://data.wa.gov/Health/Almira-Elementary/x9in-en96,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2087,0
Thomas Jefferson Part 1,736x-7yhm,file,https://data.wa.gov/Health/Thomas-Jefferson-Part-1/736x-7yhm,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2088,0
Ocosta Elementary,8r95-dwwe,file,https://data.wa.gov/Health/Ocosta-Elementary/8r95-dwwe,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2089,0
Sedro Woolley Senior High School,kxva-cvqf,file,https://data.wa.gov/Health/Sedro-Woolley-Senior-High-School/kxva-cvqf,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2090,0
Sunnyslope Kitsap,t6hd-hcnz,file,https://data.wa.gov/Health/Sunnyslope-Kitsap/t6hd-hcnz,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2091,0
Sunrise Elementary,fejs-uwea,file,https://data.wa.gov/Health/Sunrise-Elementary/fejs-uwea,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2092,0
Thomas Jefferson Part 2,qg3t-ggc6,file,https://data.wa.gov/Health/Thomas-Jefferson-Part-2/qg3t-ggc6,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2093,0
East Valley Middle School,eqm6-4iu5,file,https://data.wa.gov/Health/East-Valley-Middle-School/eqm6-4iu5,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2094,0
Byron Kibler Elementary,3iqm-d89h,file,https://data.wa.gov/Health/Byron-Kibler-Elementary/3iqm-d89h,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2095,0
Woodland Elementary,23ir-7y9z,file,https://data.wa.gov/dataset/Woodland-Elementary/23ir-7y9z,,06/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2096,0
Asotin County (WA) Building Permits,fdfj-3az2,dataset,https://data.wa.gov/Economics/Asotin-County-WA-Building-Permits/fdfj-3az2,,06/15/2020 12:00:00 AM,,,Asotin County Library,,Foundational,0,1,2097,0
Statewide R User Group Stories,cy7a-d8rn,story,https://data.wa.gov/stories/s/cy7a-d8rn,6fct-dcwh,06/16/2020 12:00:00 AM,6fct-dcwh,dataset,"Licensing, Department of (DOL)","Licensing, Department of (DOL)",Derivative,0,1,2098,0
Statewide R User Group Stories,cy7a-d8rn,story,https://data.wa.gov/stories/s/cy7a-d8rn,6fct-dcwh,06/16/2020 12:00:00 AM,5c5e-xz7u,filter,"Licensing, Department of (DOL)","Licensing, Department of (DOL)",Derivative,0,1,2099,0
Statewide R User Group Stories,cy7a-d8rn,story,https://data.wa.gov/stories/s/cy7a-d8rn,5c5e-xz7u,06/16/2020 12:00:00 AM,6fct-dcwh,dataset,"Licensing, Department of (DOL)","Licensing, Department of (DOL)",Derivative,0,1,2100,0
Statewide R User Group Stories,cy7a-d8rn,story,https://data.wa.gov/stories/s/cy7a-d8rn,5c5e-xz7u,06/16/2020 12:00:00 AM,5c5e-xz7u,filter,"Licensing, Department of (DOL)","Licensing, Department of (DOL)",Derivative,0,1,2101,0
Ofm April1 Population Change And Rank,9aqx-raft,dataset,https://data.wa.gov/Natural-Resources-Environment/Ofm-April1-Population-Change-And-Rank/9aqx-raft,,06/16/2020 12:00:00 AM,,,"Salmon Recovery Office, Governor's (GSRO)",,Foundational,0,1,2102,0
Popular resources for learning R,6fct-dcwh,dataset,https://data.wa.gov/dataset/Popular-resources-for-learning-R/6fct-dcwh,,06/16/2020 12:00:00 AM,,,"Licensing, Department of (DOL)",,Foundational,0,1,2103,1
Washington State Public Libraries' Wifi Locations,kt76-825t,dataset,https://data.wa.gov/Culture-and-Community/Washington-State-Public-Libraries-Wifi-Locations/kt76-825t,,06/19/2020 12:00:00 AM,,,"Secretary of State, Office of the (SECSTATE)",,Foundational,0,1,2104,0
Information Governance Resource Library,hfk5-3b7j,dataset,https://data.wa.gov/Consumer-Protection/Information-Governance-Resource-Library/hfk5-3b7j,,06/22/2020 12:00:00 AM,,,"Licensing, Department of (DOL)",,Foundational,0,1,2105,0
Interagency Information Governance log,2rac-ken8,story,https://data.wa.gov/stories/s/2rac-ken8,,06/22/2020 12:00:00 AM,,,"Licensing, Department of (DOL)",,Derivative,0,1,2106,0
Minimal InfoGov Resource View,en9q-sjg3,filter,https://data.wa.gov/Consumer-Protection/Minimal-InfoGov-Resource-View/en9q-sjg3,hfk5-3b7j,06/23/2020 12:00:00 AM,hfk5-3b7j,dataset,"Licensing, Department of (DOL)","Licensing, Department of (DOL)",Derivative,0,1,2107,0
Washington State Distribution of Personal Protective Equipment (PPE),u6t9-petu,href,https://data.wa.gov/Procurements-and-Contracts/Washington-State-Distribution-of-Personal-Protecti/u6t9-petu,,07/16/2020 12:00:00 AM,,,"Secretary of State, Office of the (SECSTATE)",,External,0,1,2108,0
Timberland Regional Library Registered Cardholders by Zip Code,bm2r-usqu,dataset,https://data.wa.gov/Culture-and-Community/Timberland-Regional-Library-Registered-Cardholders/bm2r-usqu,,07/28/2020 12:00:00 AM,,,Timberland Regional Library,,Foundational,0,1,2109,0
Washington State Broadband Speed Survey Results,j2kf-67j9,href,https://data.wa.gov/Economics/Washington-State-Broadband-Speed-Survey-Results/j2kf-67j9,,07/31/2020 12:00:00 AM,,,"Secretary of State, Office of the (SECSTATE)",,External,0,1,2110,0
Asotin County Current Restaurant Inspections,tb2x-p7u5,dataset,https://data.wa.gov/Public-Safety/Asotin-County-Current-Restaurant-Inspections/tb2x-p7u5,,08/25/2020 12:00:00 AM,,,Asotin County Library,,Foundational,0,1,2111,0
PDC Logo,xzf2-vq37,file,https://data.wa.gov/dataset/PDC-Logo/xzf2-vq37,,09/08/2020 12:00:00 AM,,,Public Disclosure Commission (PDC),,Derivative,0,1,2112,0
Report Card 2015-16 CRDC,nvf9-ggc5,dataset,https://data.wa.gov/dataset/Report-Card-2015-16-CRDC/nvf9-ggc5,,09/09/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2113,0
City of Clarkston Building Permits,uxv9-c2g9,dataset,https://data.wa.gov/Economics/City-of-Clarkston-Building-Permits/uxv9-c2g9,,09/15/2020 12:00:00 AM,,,Asotin County Library,,Foundational,0,1,2114,0
Report Card Dual Language 2018-19 School Year,ih74-vkgx,dataset,https://data.wa.gov/Education/Report-Card-Dual-Language-2018-19-School-Year/ih74-vkgx,,09/22/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2115,0
Report Card Student Access To Educators Summary 2018-19 School Year,7gpg-n8f9,dataset,https://data.wa.gov/Education/Report-Card-Student-Access-To-Educators-Summary-20/7gpg-n8f9,,09/22/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2116,0
